player,player_id,pos,team,conference,archetype,cluster,pts_per_g,ast_per_g,treb_per_g,blk_per_g,stl_per_g,ts_pct,bpm,usg_pct,readiness_score,n_seasons,height_in,weight_lbs,trend_bpm,trend_pts_per_g,Atlanta Dream_fit,Atlanta Dream_total,Chicago Sky_fit,Chicago Sky_total,Connecticut Sun_fit,Connecticut Sun_total,Dallas Wings_fit,Dallas Wings_total,Indiana Fever_fit,Indiana Fever_total,Las Vegas Aces_fit,Las Vegas Aces_total,Los Angeles Sparks_fit,Los Angeles Sparks_total,Minnesota Lynx_fit,Minnesota Lynx_total,New York Liberty_fit,New York Liberty_total,Phoenix Mercury_fit,Phoenix Mercury_total,Seattle Storm_fit,Seattle Storm_total,Washington Mystics_fit,Washington Mystics_total
Jamie Behar,jamie-behar-1,"pos    G-F
pos    G-F
Name: 16358, dtype: object",Lehigh,Patriot League,,,4.4698081499561475,0.638766646099253,2.513380232766837,0.3368159359423182,0.444723656247701,0.5442037085672297,-1.8420536107732883,22.211612100672923,51.79,3,73.0,,3.50000000000075,0.3499999999999607,0.2787,0.4881,0.2307,0.4754,0.0167,0.5123,-0.0671,0.2149,-0.0761,0.0503,-0.0259,0.0894,0.0076,0.2843,-0.0012,0.2173,0.0,0.2754,-0.0418,0.1535,0.075,0.6708,0.0244,0.3113
Eghosa Obasuyi,eghosa-obasuyi-1,"pos    G
pos    G
Name: 13730, dtype: object",Georgia State,Sun Belt Conference,,,3.8592872432195033,0.3732541381355004,0.7662706906775021,0.0,0.5732541381355004,0.4590133204831445,-3.9233261983089824,19.958243435598977,43.58,2,65.0,,4.20000000000103,0.9000000000002201,-0.5487,-0.7491,-0.4873,-0.7529,-0.043,-0.9389,-0.6356,-0.9029,-0.1199,-0.6849,-0.0682,-0.8206,-0.3487,-0.7415,-0.0143,-1.0362,0.0,-0.3304,-0.2388,-1.0262,-0.0839,-0.7724,-0.4398,-0.9766
Avery Bang,avery-bang-1,"pos    F
pos    F
Name: 16082, dtype: object",Northern Colorado,Big Sky Conference,,,2.3756150375103844,0.651230075020769,2.5536902250623075,0.4512300750207691,0.2731548874688463,0.4533379248680423,-4.778075187551923,15.11946466240654,54.07,2,72.0,,0.5000000000002007,-0.10000000000004,-0.1056,0.363,-0.134,0.3274,-0.0013,0.4247,-0.055,0.3941,-0.0916,0.1728,-0.0382,0.1692,-0.1385,0.2802,-0.0003,0.4297,0.0,0.4436,-0.0531,0.289,-0.002,0.4332,-0.0943,0.3051
Georgia Cox,georgia-cox-1,"pos    F
pos    F
Name: 13737, dtype: object",Evansville,Missouri Valley Conference,,,5.782836118618702,1.0823383924309156,1.850248863093893,0.4572139608839694,0.2786069804419847,0.4579577086182329,-3.742288312928245,28.035820941325955,48.52,2,76.0,,3.2000000000007853,3.900000000000955,-0.0075,0.0284,-0.0107,0.0248,-0.0094,-0.0989,-0.2785,-0.2168,-0.1189,-0.3174,-0.0542,-0.3556,-0.0516,-0.0267,-0.0012,-0.0248,0.0,0.0341,-0.1156,-0.3027,-0.021,-0.0768,-0.0717,-0.0713
Joclyen Wyatt,joclyen-wyatt-1,"pos    G
pos    G
Name: 18816, dtype: object",Denver,Summit League,,,1.7745981369712325,0.5777757034587427,0.5984112167562449,0.0396822433512489,0.2190467300537469,0.3707777570345874,-11.03014954388872,18.2857009508062,57.08,2,68.0,,1.5500000000000036,-0.850000000000002,-1.1224,-0.1909,-0.9694,-0.1748,-0.0592,-0.1724,-0.8707,-0.1187,-0.2388,-0.0403,-0.1057,-0.0947,-0.7438,-0.2113,-0.0127,0.0409,0.0,0.6656,-0.2775,-0.1432,-0.178,-0.2721,-0.4815,-0.0417
Anjelicia Del Valle,anjelicia-del-valle-1,"pos    G
pos    G
Name: 13740, dtype: object",Southeast Missouri State,Ohio Valley Conference,,,1.3000000000000005,0.3,1.4,0.2,0.6,0.288,-10.9,12.0,46.08,1,71.0,,0.0,0.0,-1.4797,-1.2751,-1.2705,-1.2474,-0.0664,-1.0857,-0.391,-0.4981,-0.0951,-0.4272,-0.058,-0.5631,-0.655,-0.9183,-0.0098,-0.6304,0.0,-0.1459,-0.1784,-0.6657,-0.245,-1.4372,-0.4468,-0.8023
Aaliyah Johnson,aaliyah-johnson-1,"pos    C
pos    C
Name: 13742, dtype: object",Stephen F. Austin,Western Athletic Conference,,,4.5,1.1,1.6,1.0,0.3,0.478,1.6,19.1,52.98,1,74.0,,0.0,0.0,-0.0972,0.289,-0.0685,0.3037,-0.0093,0.231,0.4128,0.735,0.0335,0.4622,-0.0446,0.0428,0.2754,0.6879,0.0004,0.3826,0.0,0.3632,-0.064,0.1767,-0.0359,0.1739,-0.1807,0.0977
Celina Arnlund,celina-arnlund-1,"pos    F
pos    F
Name: 13743, dtype: object",Lindenwood,Ohio Valley Conference,,,1.4,0.4,1.8,0.1,0.1,0.355,-10.3,9.4,50.17,1,72.0,,0.0,0.0,-0.8939,-0.5263,-0.815,-0.5508,-0.0449,-0.4803,-0.9103,-0.6642,-0.3132,-0.7702,-0.1182,-0.6938,-0.7964,-0.7832,-0.0089,-0.2832,0.0,0.1558,-0.2502,-0.5734,-0.1374,-0.5683,-0.3837,-0.4079
Elena Blanding,elena-blanding-1,"pos    C
pos    C
Name: 13744, dtype: object",UTSA,Conference USA,,,2.2,0.3,3.7999999999999994,0.3,0.1,0.453,-5.5,13.300000000000002,52.28,1,77.0,,0.0,0.0,-0.1364,0.2074,-0.1539,0.178,0.0086,0.4326,-0.1494,0.177,-0.1858,-0.2379,-0.0527,-0.0673,-0.3008,-0.0432,0.0007,0.3467,0.0,0.3115,-0.0307,0.2219,0.0141,0.3857,0.0534,0.3899
KC Carter,kc-carter-1,"pos    G
pos    G
Name: 15775, dtype: object",Wagner,Northeast Conference,,,3.1264067348083815,0.2191420411921974,1.208909864909733,0.029374217474662,0.2735957374952489,0.4571683631623523,-6.328367349111859,18.508986442110437,46.83,3,68.0,,-0.4214285714286029,-0.2428571428571268,-0.3413,-0.351,-0.3097,-0.3591,-0.0232,-0.4186,-0.7304,-0.7486,-0.2235,-0.7513,-0.0926,-0.7561,-0.4667,-0.6409,-0.0066,-0.4151,0.0,-0.0906,-0.2376,-0.7831,-0.058,-0.3963,-0.2928,-0.5207
Tamya Smith,tamya-smith-1,"pos    F
pos    F
Name: 13746, dtype: object",Memphis,American Athletic Conference,,,4.6,0.4,2.5,0.2,0.5,0.491,-3.3,20.2,51.74,1,74.0,,0.0,0.0,-0.0157,0.2597,-0.029,0.2465,-0.0051,0.1994,-0.3936,-0.0829,-0.1375,-0.1349,-0.0528,-0.1078,-0.2073,0.0272,-0.0019,0.1796,0.0,0.2717,-0.1227,-0.086,-0.01,0.2189,-0.0953,0.1316
Norah Moo,norah-moo-1,"pos    F
pos    F
Name: 13748, dtype: object",Grand Canyon,Mountain West Conference,,,3.7,0.4,3.8,0.3,0.4,0.551,1.8,15.1,44.25,1,74.0,,0.0,0.0,0.5123,0.11,0.4043,0.0696,0.029,0.1301,-0.032,-0.3098,-0.0898,-0.5466,-0.0162,-0.3971,0.0174,-0.2604,0.005,-0.0343,0.0,-0.2809,0.01,-0.2518,0.0939,0.2141,0.1285,-0.0921
Shalance Montoya,shalance-montoya-1,"pos    C
pos    C
Name: 13751, dtype: object",Tennessee State,Ohio Valley Conference,,,4.780250000996951,0.5272100000398781,4.291159999840489,0.172789999960122,0.472789999960122,0.5277680000319024,-1.8748599986441472,19.14282000167488,50.29,2,73.0,,3.400000000000833,2.500000000000613,0.4769,0.5286,0.3883,0.5013,0.0258,0.5301,-0.277,-0.0848,-0.1269,-0.2105,-0.0034,0.1404,-0.1025,0.0438,0.0064,0.4789,0.0,0.1647,0.0127,0.2016,0.0746,0.5576,0.1927,0.4478
Kinley Falslev-Wickizer,kinley-falslev-wickizer-1,"pos    G
pos    G
Name: 13753, dtype: object",Utah State,Mountain West Conference,,,3.7,0.5,0.5,0.0,0.3,0.43,-7.6,17.7,39.44,1,68.0,,0.0,0.0,-0.7049,-1.1737,-0.6265,-1.1789,-0.0493,-1.3343,-0.9619,-1.5023,-0.2546,-1.3886,-0.1185,-1.4877,-0.601,-1.3444,-0.0156,-1.4085,0.0,-0.6358,-0.3119,-1.5447,-0.1022,-1.1744,-0.5055,-1.3784
Caroline Thiel,caroline-thiel-1,"pos    F
pos    F
Name: 13755, dtype: object",Charlotte,American Athletic Conference,,,2.016103124339158,0.2906781249265731,2.422884373604888,0.2,0.2186437501468539,0.5196689689915746,-1.3008593694929795,10.004240623458037,40.42,2,72.0,,-7.499999999997457,0.8999999999996953,0.0422,-0.5313,-0.0075,-0.57,-0.0002,-0.5662,-0.4033,-0.9268,-0.1738,-1.0773,-0.0698,-1.0652,-0.2672,-0.8785,-0.0041,-0.7636,0.0,-0.5635,-0.143,-0.9804,0.0323,-0.3935,-0.2125,-0.8757
DeAvion Wilson,deavion-wilson-1,"pos    G
pos    G
Name: 13758, dtype: object",New Mexico State,Conference USA,,,1.9,1.6000000000000003,1.5,0.0,0.7,0.368,-6.9,14.7,50.79,1,65.0,,0.0,0.0,-0.8245,-0.4276,-0.7474,-0.4464,-0.0438,-0.4179,-0.4008,-0.1595,-0.027,0.1218,-0.0052,0.1639,-0.4379,-0.3147,-0.0092,-0.2503,0.0,0.2016,-0.0961,-0.0785,-0.1144,-0.4011,-0.373,-0.3464
Colleen Phiri,colleen-phiri-1,"pos    G
pos    G
Name: 13760, dtype: object",George Washington,Atlantic 10 Conference,,,4.7,0.7,2.2,0.2,0.3,0.513,-0.2,21.3,52.88,1,71.0,,0.0,0.0,0.0817,0.4181,0.0641,0.4113,-0.0017,0.3321,-0.4214,-0.0238,-0.1596,-0.1161,-0.0601,-0.0763,-0.1681,0.1576,-0.0032,0.1991,0.0,0.3558,-0.1267,-0.0135,0.0185,0.4531,-0.088,0.2264
Kiya Dorroh,kiya-dorroh-1,"pos    F
pos    F
Name: 13761, dtype: object",Hampton,Coastal Athletic Association,,,2.7653427978271456,0.5625952216186514,2.202747576208494,0.1850380886474606,0.3925190443237303,0.4796488054046628,-7.425952216186515,13.942899930798337,43.45,2,73.0,,-1.249999999999703,0.449999999999893,-0.1984,-0.4914,-0.2131,-0.5247,-0.0095,-0.4749,-0.3903,-0.6916,-0.1387,-0.75,-0.0533,-0.723,-0.3306,-0.7297,-0.0043,-0.5543,0.0,-0.34,-0.1262,-0.7078,-0.01,-0.3924,-0.2172,-0.659
LaTrese Saine,latrese-saine-1,"pos    C
pos    C
Name: 13762, dtype: object",Clemson,Atlantic Coast Conference,,,3.4,0.1,3.0,1.2,0.5,0.458,-1.2,17.5,55.37,1,76.0,,0.0,0.0,0.0278,0.5607,0.026,0.562,0.0075,0.6452,0.6746,1.1472,0.0493,0.6851,-0.0261,0.3521,0.329,0.9274,0.0074,0.9046,0.0,0.5395,0.0211,0.6011,-0.0281,0.3912,0.0279,0.5805
Jordan Hunter,jordan-hunter-4,"pos    G
pos    G
Name: 13764, dtype: object",Auburn,Southeastern Conference,,,2.5,1.6,1.0,0.1,0.5,0.35,-1.1,16.1,46.85,1,68.0,,0.0,0.0,-0.9387,-0.8055,-0.8231,-0.8027,-0.053,-0.8392,-0.3109,-0.3692,-0.0232,-0.1577,-0.03,-0.3047,-0.3508,-0.5027,-0.0103,-0.5959,0.0,-0.0891,-0.1305,-0.4695,-0.1507,-0.8832,-0.413,-0.6958
Camryn Hawkins,camryn-hawkins-1,"pos    G
pos    G
Name: 13765, dtype: object",UT Arlington,Sun Belt Conference,,,2.7,0.6,1.3,0.1,0.3,0.4179999999999999,-0.9000000000000001,12.5,41.88,1,70.0,,0.0,0.0,-0.6738,-0.97,-0.592,-0.9691,-0.038,-0.9936,-0.5129,-0.9178,-0.1568,-0.9194,-0.0848,-1.0657,-0.4352,-0.9689,-0.01,-0.9502,0.0,-0.4558,-0.2034,-1.0487,-0.0996,-0.9807,-0.3847,-1.021
Sharmayne Finley,sharmayne-finley-2,"pos    G
pos    G
Name: 13766, dtype: object",Alcorn State,Southwest Athletic Conference,,,6.8999999999999995,0.9,1.5,0.1,0.7,0.4829999999999999,-4.9,31.6,55.61,1,70.0,,0.0,0.0,0.0972,0.6314,0.0777,0.6245,-0.0113,0.3969,-0.5194,0.0894,-0.0915,0.2868,-0.0292,0.3469,-0.1012,0.4379,-0.0028,0.419,0.0,0.5572,-0.1329,0.1698,-0.0132,0.4876,-0.0907,0.4239
Katelyn Chomko,katelyn-chomko-1,"pos    G
pos    G
Name: 21141, dtype: object",Louisiana-Monroe,Sun Belt Conference,,,3.510759526199184,0.2410759526199184,1.3053797630995922,0.0294620236900407,0.452689881549796,0.5059265808472359,-0.0376583416971452,20.730316426420732,44.4,2,67.0,,6.9999999999999325,-1.99999999999998,-0.3124,-0.5083,-0.2902,-0.5215,-0.0258,-0.6351,-0.4996,-0.7199,-0.1455,-0.7001,-0.0692,-0.7675,-0.2457,-0.5595,-0.0156,-1.0416,0.0,-0.2699,-0.1879,-0.8174,-0.0101,-0.3234,-0.2908,-0.6971
Kailee McDonald,kailee-mcdonald-1,"pos    G
pos    G
Name: 13777, dtype: object",FDU,Northeast Conference,,,4.7,0.4,2.8,0.1,0.5,0.613,1.8,16.8,42.02,1,69.0,,0.0,0.0,0.5821,-0.0012,0.4814,-0.0281,0.0229,-0.1217,-0.3284,-0.7413,-0.1039,-0.7527,-0.0265,-0.6363,-0.0266,-0.4769,-0.0024,-0.5646,0.0,-0.4455,-0.0788,-0.6751,0.1234,0.2049,-0.0408,-0.5055
Danika Galea,danika-galea-1,"pos    C
pos    C
Name: 17671, dtype: object",Arkansas,Southeastern Conference,,,3.11726752961833,0.2627270252199205,2.288181075659762,0.4,0.1254540504398409,0.5049541865688847,-0.4136351260996023,15.825454050439845,49.13,2,75.0,,0.4999999999999952,-2.09999999999998,0.1348,0.182,0.0742,0.1434,0.0019,0.1054,-0.2091,-0.1093,-0.1603,-0.3949,-0.0817,-0.5084,-0.0934,-0.031,-0.0007,0.0423,0.0,0.0791,-0.1291,-0.2972,0.0194,0.1813,-0.1284,-0.1095
Sydney McQuietor,sydney-mcquietor-1,"pos    F
pos    F
Name: 13781, dtype: object",McNeese,Southland Conference,,,2.635721779092058,0.2960638853263267,2.7109761864172337,0.1921277706526535,0.3780616173660633,0.3801538052961629,-6.845963093037059,15.456144200817755,49.29,3,74.0,,-0.0071428571427666,0.6000000000001591,-0.6845,-0.4315,-0.6023,-0.4313,-0.0281,-0.3068,-0.3983,-0.2679,-0.1609,-0.3847,-0.0579,-0.3256,-0.4647,-0.457,-0.004,-0.1073,0.0,0.0909,-0.1206,-0.2607,-0.1099,-0.4881,-0.1667,-0.154
Melesungu Afeaki,melesungu-afeaki-1,"pos    F
pos    F
Name: 15791, dtype: object",Saint Mary's,West Coast Conference,,,2.6682815848566137,0.3417523154336814,1.5003236947646867,0.2576800771478268,0.0892103540238929,0.4317111397624698,-6.160471951838754,17.710703286424444,48.56,4,74.0,,0.5400000000005835,0.6900000000000415,-0.448,-0.3048,-0.4128,-0.3208,-0.0256,-0.3257,-0.4905,-0.4048,-0.2158,-0.6008,-0.1006,-0.6861,-0.3845,-0.4163,-0.0055,-0.2351,0.0,0.037,-0.1981,-0.5401,-0.0752,-0.3591,-0.2622,-0.3481
Gerda Raulusaityte,gerda-raulusaityte-1,"pos    F
pos    F
Name: 13784, dtype: object",Southern California,Big Ten Conference,,,2.2,0.8,2.8,0.2,0.3,0.525,5.0,10.0,57.96,1,75.0,,0.0,0.0,0.0929,0.8015,0.0346,0.7606,0.003,0.7731,-0.0296,0.7039,-0.0534,0.5727,-0.0324,0.4978,-0.0508,0.6707,-0.0016,0.6527,0.0,0.7306,-0.0413,0.6103,0.0356,0.918,-0.1458,0.5164
Kallie Peppler,kallie-peppler-1,"pos    G
pos    G
Name: 17537, dtype: object",Green Bay,Horizon League,,,2.612847074595793,0.5,1.156719727822292,0.0713439455644583,0.3,0.541013700705752,-4.336171699592213,13.52332462499642,37.26,2,72.0,,7.899999999999927,-1.6999999999999835,0.0318,-0.7724,-0.0322,-0.8246,-0.0096,-0.9327,-0.4987,-1.2459,-0.1449,-1.2249,-0.0754,-1.3388,-0.2494,-1.0907,-0.0083,-1.2049,0.0,-0.7967,-0.1985,-1.3752,0.0325,-0.6252,-0.3738,-1.3458
Kylee Hunt,kylee-hunt-1,"pos    G
pos    G
Name: 13788, dtype: object",Northern Kentucky,Horizon League,,,3.3,0.8999999999999999,1.2,0.0,0.2,0.455,-5.6,16.8,61.26,1,66.0,,0.0,0.0,-0.6158,0.5041,-0.541,0.505,-0.0375,0.4426,-0.8133,0.2414,-0.2344,0.2812,-0.0985,0.2661,-0.5643,0.3087,-0.0118,0.3895,0.0,0.974,-0.2388,0.2781,-0.0794,0.5555,-0.3874,0.4049
Ruthie Mbugua,ruthie-mbugua-1,"pos    C
pos    C
Name: 13790, dtype: object",Jackson State,Southwest Athletic Conference,,,2.3,0.4,2.3,0.3,0.2,0.403,-6.8,13.000000000000002,51.67,1,76.0,,0.0,0.0,-0.5215,-0.1314,-0.4815,-0.151,-0.0242,-0.0761,-0.3942,-0.0886,-0.18,-0.2656,-0.0788,-0.3002,-0.4148,-0.2226,-0.0039,0.0748,0.0,0.2665,-0.1485,-0.1662,-0.0816,-0.1634,-0.2412,-0.0879
D'Asia Thomas-Harris,dasia-thomas-harris-1,"pos    G
pos    G
Name: 13792, dtype: object",Georgia Tech,Atlantic Coast Conference,,,4.70936966718917,0.3,3.5622250148107986,0.4490482174594569,0.5490482174594569,0.4431918380902712,0.9019035650810862,24.186675044432395,27.67,2,74.0,,-0.300000000000026,1.1500000000001005,-0.156,-1.6232,-0.1193,-1.6076,0.0041,-1.4465,0.3423,-1.1959,0.0154,-1.4586,0.0037,-1.4774,0.0987,-1.3878,0.0014,-1.4336,0.0,-1.5042,0.0479,-1.3647,-0.0201,-1.6101,0.1606,-1.2683
Nissa Sam-Grant,nissa-sam-grant-1,"pos    C
pos    C
Name: 13793, dtype: object",Arkansas State,Sun Belt Conference,,,2.2529805802948797,0.3632451450737199,3.65695468735472,1.2019870535299195,0.3632451450737199,0.6108047003258451,3.2427160155160397,8.55960033514312,53.41,2,76.0,,2.0999999999992887,1.1999999999995932,0.9097,1.0891,0.7317,1.0292,0.0465,1.0531,0.7006,1.0259,0.0476,0.5357,-0.0172,0.2712,0.5136,1.0005,0.0109,0.9345,0.0,0.3949,0.05,0.5405,0.1455,1.1619,0.0427,0.4576
Julia Rodriguez,julia-rodriguez-1,"pos    G
pos    G
Name: 13794, dtype: object",Kennesaw State,Atlantic Sun Conference,,,2.8,0.4,1.6,0.0,0.3,0.342,-8.7,18.8,49.37,1,68.0,,0.0,0.0,-0.9596,-0.6355,-0.8396,-0.6311,-0.0486,-0.5917,-0.7084,-0.5413,-0.2229,-0.5622,-0.0879,-0.5352,-0.6328,-0.6493,-0.0092,-0.3551,0.0,0.0968,-0.2081,-0.5097,-0.1607,-0.7502,-0.3013,-0.3459
Lesley Thomas,lesley-thomas-1,"pos    F-C
pos    F-C
Name: 17936, dtype: object",Maryland-Eastern Shore,Mid-Eastern Athletic Conference,,,1.81172705497433,0.1855362787470418,2.0327850063067068,0.1128608848582817,0.2120594666609435,0.4312861973468349,-6.22730739483828,11.09932945483899,51.69,4,72.0,,-1.220000000000341,-0.3400000000000671,-0.5856,-0.1789,-0.5294,-0.191,-0.027,-0.1138,-0.5242,-0.2042,-0.1987,-0.3193,-0.0794,-0.3028,-0.5105,-0.3339,-0.0055,-0.0047,0.0,0.268,-0.1711,-0.2308,-0.0865,-0.1878,-0.2797,-0.1429
Liz Murphy,liz-murphy-1,"pos    G
pos    G
Name: 13804, dtype: object",Akron,Mid-American Conference,,,5.384502345571343,0.3,1.4252505026224307,0.0805833891802701,0.3611667783605402,0.5418468051670697,-1.8950790331192031,20.2175016754081,47.22,2,69.0,,7.700000000001886,4.200000000001029,0.047,-0.026,0.0279,-0.0376,-0.0104,-0.2094,-0.6898,-0.6832,-0.2085,-0.6782,-0.0892,-0.7032,-0.2695,-0.3796,-0.0086,-0.4857,0.0,-0.0618,-0.2237,-0.7137,0.0172,0.0286,-0.2332,-0.4045
Arene Iyekekpolor,arene-iyekekpolor-1,"pos    F
pos    F
Name: 13933, dtype: object",Alcorn State,Southwest Athletic Conference,,,3.184136057181553,0.4459144638651711,1.8477000753498591,0.090559414975055,0.5012695127552873,0.384436108806479,-9.0449237345428,19.39944600426207,42.39,3,72.0,,0.4999999999997686,1.3000000000002472,-0.7666,-1.0032,-0.6683,-0.9976,-0.0366,-0.9367,-0.4983,-0.867,-0.1417,-0.837,-0.0544,-0.8092,-0.4785,-0.9824,-0.009,-0.8604,0.0,-0.4182,-0.1558,-0.8722,-0.1118,-1.0074,-0.2578,-0.7969
Jayce Gorzeman,jayce-gorzeman-1,"pos    G
pos    G
Name: 13811, dtype: object",Northern Colorado,Big Sky Conference,,,3.0,0.6999999999999998,2.7999999999999994,0.1,0.6999999999999998,0.464,-0.6999999999999998,15.4,58.27,1,72.0,,0.0,0.0,-0.1556,0.6347,-0.1535,0.6204,-0.0004,0.7475,-0.0041,0.7497,0.0129,0.7915,0.0222,0.9131,-0.1283,0.6021,-0.001,0.7055,0.0,0.7534,0.0153,0.7979,-0.0024,0.7406,-0.0276,0.713
Braxcynn Baker,braxcynn-baker-1,"pos    G
pos    G
Name: 13819, dtype: object",Murray State,Missouri Valley Conference,,,4.530631841212938,0.4341051882248747,1.936420752899499,0.1999999999999999,0.3999999999999999,0.5035716205351944,0.8554747707393155,17.230631841212936,51.5,2,71.0,,-2.9000000000007105,-0.7000000000001719,-0.0975,0.1796,-0.0865,0.179,-0.0112,0.0961,-0.3786,-0.0871,-0.1295,-0.1288,-0.0634,-0.2022,-0.1852,0.0356,-0.0058,-0.0331,0.0,0.254,-0.1534,-0.1931,-0.0103,0.1999,-0.1943,-0.0315
Success Prysock,success-prysock-1,"pos    F
pos    F
Name: 13820, dtype: object",Morgan State,Mid-Eastern Athletic Conference,,,1.6915047287105935,0.2271238178223516,2.8263048158452855,0.1635619089111758,0.3364380910888242,0.3350297075638952,-9.354247635644702,13.657523643552969,50.63,2,72.0,,-0.4000000000000976,-0.8000000000001966,-0.9505,-0.5356,-0.8336,-0.5329,-0.033,-0.2779,-0.4052,-0.1752,-0.1763,-0.3315,-0.0522,-0.1856,-0.603,-0.5212,-0.0052,-0.069,0.0,0.1898,-0.1036,-0.1123,-0.1354,-0.5236,-0.1476,-0.0271
Avery Treadwell,avery-treadwell-1,"pos    F
pos    F
Name: 13822, dtype: object",Florida State,Atlantic Coast Conference,,,3.5407428597013295,0.3346805199456962,3.5221871017855673,0.6741079468137763,0.2673402599728481,0.6050606050946108,4.253434317347568,13.339639603349251,42.18,3,75.0,,1.8000000000001832,1.1000000000001855,0.8733,0.2328,0.7022,0.1751,0.0393,0.1229,0.1553,-0.2938,-0.0745,-0.654,-0.0368,-0.6983,0.2594,-0.1279,0.0073,-0.072,0.0,-0.4337,-0.0115,-0.4671,0.1381,0.2941,0.0803,-0.3157
Aaliyah Duranham,aaliyah-duranham-1,"pos    F
pos    F
Name: 15683, dtype: object",Mississippi Valley State,Southwest Athletic Conference,,,3.599491327514711,0.2887758505588246,2.833163775838237,0.0999999999999999,0.7224482988823506,0.4343367244832352,-7.499999999999999,20.289284523044113,46.1,2,69.0,,-1.1906178656746116e-15,-0.8999999999993112,-0.2595,-0.3425,-0.2468,-0.3584,-0.0119,-0.313,-0.3269,-0.4389,-0.0739,-0.3631,-0.0066,-0.1921,-0.2755,-0.4692,-0.0021,-0.2476,0.0,-0.1444,-0.0673,-0.3407,-0.0435,-0.3737,-0.0696,-0.2467
Malia Tharpe,malia-tharpe-1,"pos    G
pos    G
Name: 13826, dtype: object",San Diego,West Coast Conference,,,2.427608793843896,0.435270358948365,2.0730786301992805,0.1,0.4185484665546652,0.355410774296916,-5.501778745964148,16.810886100229823,47.56,3,72.0,,-0.800000000000086,0.250000000000003,-0.818,-0.6609,-0.7204,-0.6613,-0.0386,-0.5833,-0.3968,-0.3942,-0.1226,-0.3992,-0.0487,-0.3869,-0.4512,-0.5687,-0.0064,-0.3519,0.0,-0.0367,-0.1323,-0.4222,-0.1355,-0.7508,-0.2355,-0.3828
Kaiya Wynn,kaiya-wynn-1,"pos    G
pos    G
Name: 13828, dtype: object",Tennessee,Southeastern Conference,,,3.668702329533731,1.248930721210034,2.276349947865476,0.0708408871136636,0.455971349632013,0.4368920700487081,3.4940100264420426,20.83298350103156,39.03,3,72.0,,1.5000000000000908,1.05000000000014,-0.3407,-0.926,-0.302,-0.9279,-0.0194,-0.9414,-0.1345,-0.7872,-0.0195,-0.7236,-0.0049,-0.7016,-0.1239,-0.8122,-0.0044,-0.8827,0.0,-0.6661,-0.0356,-0.7698,-0.0512,-0.936,-0.101,-0.8144
Alli Napoli,alli-napoli-1,"pos    F
pos    F
Name: 13829, dtype: object",Central Connecticut State,Northeast Conference,,,2.9,0.3,3.7,0.3,0.5,0.471,-6.8,14.199999999999998,50.29,1,72.0,,0.0,0.0,-0.1779,0.0289,-0.1604,0.0256,0.0066,0.2588,-0.1949,-0.0109,-0.1265,-0.2092,-0.0188,0.0293,-0.3162,-0.2081,0.0008,0.2042,0.0,0.1647,-0.0213,0.1025,0.0011,0.1705,0.0492,0.237
Lezhauria Williams,lezhauria-williams-1,"pos    G
pos    G
Name: 13834, dtype: object",Southern Illinois-Edwardsville,Ohio Valley Conference,,,2.6,1.3,2.9,0.1,0.7,0.422,-10.0,17.8,46.86,1,68.0,,0.0,0.0,-0.5789,-0.5301,-0.5131,-0.5333,-0.0216,-0.3946,-0.3574,-0.4104,-0.0707,-0.2974,0.0045,-0.0559,-0.4244,-0.5888,-0.0056,-0.3627,0.0,-0.0884,-0.0333,-0.1855,-0.0599,-0.4043,-0.1388,-0.2923
Audrey Deptula,audrey-deptula-1,"pos    G
pos    G
Name: 13836, dtype: object",Loyola (IL),Atlantic 10 Conference,,,3.679260789846525,0.354877577696897,1.5621921144806967,0.154877577696897,0.2626014086654039,0.4291951031078758,-1.9983784781653031,21.321128782186985,44.68,3,72.0,,0.900000000000125,1.5000000000002076,-0.6392,-0.737,-0.5392,-0.7167,-0.0349,-0.7437,-0.5107,-0.7093,-0.1747,-0.7658,-0.0779,-0.8096,-0.3782,-0.6951,-0.0103,-0.7556,0.0,-0.2492,-0.1877,-0.7963,-0.0956,-0.7531,-0.2397,-0.6013
Julie Kulesza,julie-kulesza-1,"pos    G
pos    G
Name: 13972, dtype: object",Bucknell,Patriot League,,,2.1056271344971247,0.5517417281770025,0.9643587847195908,0.1,0.3495750406964294,0.4488900824904309,-3.365681057209272,11.212083930072064,44.47,3,69.0,,-3.049999999999531,-1.1499999999997643,-0.6986,-0.7978,-0.6201,-0.8023,-0.0397,-0.8263,-0.5095,-0.7237,-0.1328,-0.6574,-0.0786,-0.8301,-0.4466,-0.7913,-0.0125,-0.8804,0.0,-0.2647,-0.2121,-0.8827,-0.0874,-0.7255,-0.4711,-0.9569
Clara Djoko,clara-djoko-1,"pos    F
pos    F
Name: 13838, dtype: object",Loyola (IL),Atlantic 10 Conference,,,1.2357128072564685,0.925811718707099,2.661524525963568,0.2749746577429705,0.4384889191395453,0.337355096934516,-3.1928750233337073,11.670995186876956,52.35,3,72.0,,0.3000000000000762,0.4500000000001036,-0.7962,-0.2909,-0.7096,-0.2985,-0.0262,-0.0547,0.0399,0.3526,-0.0227,0.2496,-0.0022,0.3012,-0.3091,-0.0478,-0.003,0.1694,0.0,0.3167,-0.0022,0.3104,-0.1068,-0.2462,-0.1295,0.1264
