player,player_href,season_year,pos,g,mpg,pts_per_g,ast_per_g,trb_per_g,blk_per_g,stl_per_g,three_rate,inside_score,fta_per_g,fg3_pct,treb_pct,oreb_pct,blk_per_g,usg_pct,ast_pct,tov_per_g,pos_encoded,cluster,archetype,pca1,pca2
Stefanie Dolson,/wnba/players/d/dolsost01w.html,2024,C,39,26.0,9.5,2.6,4.9,0.5,0.5,0.5556,0.7808,1.1,0.465,0.114,0.038,0.5,0.16399999999999998,0.171,1.7,1.0,1,3-and-D Wing,-0.27417348049354046,-0.8236719527728509
Aaliyah Edwards,/wnba/players/e/edwaraa01w.html,2024,F,34,21.8,7.6,1.4,5.6,0.8,0.7,0.0323,1.521,2.4,0.0,0.154,0.076,0.8,0.18100000000000002,0.111,1.5,0.5,4,Interior Big,2.298891139134522,-1.1605263815072393
Emily Engstler,/wnba/players/e/engstem01w.html,2024,F,32,14.5,6.2,1.5,4.0,0.8,0.6,0.375,0.7575,0.7,0.474,0.165,0.111,0.8,0.18100000000000002,0.182,0.7,0.5,2,Stretch Big,0.8099978276331974,-1.7617185712166044
Dana Evans,/wnba/players/e/evansda02w.html,2024,G,39,19.1,7.2,2.4,1.1,0.1,0.7,0.4308,0.5292,1.3,0.376,0.033,0.006999999999999999,0.1,0.193,0.20600000000000002,1.4,0.0,3,Floor General,-2.483128270854252,0.6266611701169061
Temi Fagbenle,/wnba/players/f/fagbete01w.html,2024,C,22,18.9,6.4,0.9,4.7,0.7,0.5,0.0962,1.3725,1.3,0.167,0.147,0.08900000000000001,0.7,0.16399999999999998,0.075,1.2,1.0,2,Stretch Big,2.1952088319455987,-2.335544750623587
Leonie Fiebich,/wnba/players/f/fiebile01w.html,2024,F,40,20.9,6.7,1.8,3.0,0.2,1.0,0.6275,0.6083,0.6,0.433,0.084,0.055,0.2,0.13699999999999998,0.128,1.0,0.5,1,3-and-D Wing,-1.568956251283168,-1.5474973039578024
Allisha Gray,/wnba/players/g/grayal01w.html,2024,G,40,33.2,15.6,2.7,4.4,0.7,1.1,0.4016,1.5062,4.7,0.342,0.075,0.037000000000000005,0.7,0.22399999999999998,0.151,1.7,0.0,3,Floor General,0.11392851608822457,1.6126319604132922
Chelsea Gray,/wnba/players/g/graych01w.html,2024,G,27,26.0,8.6,4.9,2.9,0.7,1.3,0.3816,0.945,1.8,0.338,0.065,0.008,0.7,0.191,0.289,2.4,0.0,3,Floor General,-1.223115984951637,1.7682649088067055
Brittney Griner,/wnba/players/g/grinebr01w.html,2024,C,30,28.7,17.8,2.3,6.6,1.5,0.5,0.0476,4.081,3.7,0.5,0.133,0.075,1.5,0.256,0.171,1.8,1.0,0,Post Scorer,4.220864395300701,1.3169608852205936
Megan Gustafson,/wnba/players/g/gustame01w.html,2024,C,38,10.7,3.7,0.2,1.9,0.1,0.3,0.5357,0.5064,0.4,0.386,0.10400000000000001,0.068,0.1,0.145,0.035,0.4,1.0,1,3-and-D Wing,-0.628898494311334,-3.0900870041726924
Dearica Hamby,/wnba/players/h/hambyde01w.html,2024,F,40,33.7,17.3,3.5,9.2,0.2,1.7,0.1679,3.282,5.0,0.341,0.165,0.054000000000000006,0.2,0.24100000000000002,0.20600000000000002,3.0,0.5,5,Combo Guard,2.7099238682562943,2.6741970154101633
Isabelle Harrison,/wnba/players/h/harriis01w.html,2024,F,36,16.3,6.5,0.8,3.9,0.3,0.6,0.0758,1.0868,1.4,0.167,0.13699999999999998,0.07,0.3,0.223,0.079,1.1,0.5,2,Stretch Big,1.191754376011075,-1.3253210271315812
Mikiah Herbert Harrigan,/wnba/players/h/harrimi01w.html,2024,F,31,10.8,3.2,0.3,1.5,0.4,0.5,0.6071,0.327,0.6,0.321,0.078,0.054000000000000006,0.4,0.15,0.043,0.5,0.5,1,3-and-D Wing,-1.3704451939417257,-2.403127657819233
Tyasha Harris,/wnba/players/h/harrity01w.html,2024,G,39,28.8,10.5,3.0,1.8,0.3,1.0,0.4483,0.99,2.0,0.395,0.038,0.011000000000000001,0.3,0.17600000000000002,0.175,1.4,0.0,3,Floor General,-1.978879895278782,0.6171671570403656
Tiffany Hayes,/wnba/players/h/hayesti01w.html,2024,G,33,21.5,9.5,2.1,2.8,0.3,0.8,0.3731,1.2834,2.5,0.402,0.075,0.045,0.3,0.18600000000000003,0.159,0.8,0.0,3,Floor General,-0.9785716385890801,0.06127527787075863
Natisha Hiedeman,/wnba/players/h/hiedena01w.html,2024,G,40,15.2,4.9,2.4,1.6,0.2,0.8,0.4375,0.5915,0.9,0.28,0.059000000000000004,0.03,0.2,0.191,0.25,1.1,0.0,3,Floor General,-2.0103347700616747,0.18889266560360815
Naz Hillmon,/wnba/players/h/hillmna01w.html,2024,F,40,21.7,5.7,1.3,4.8,0.3,0.7,0.0244,1.2232,1.6,0.333,0.127,0.08199999999999999,0.3,0.11900000000000001,0.102,1.0,0.5,2,Stretch Big,0.7982041388348725,-1.983287019630019
Jordan Horston,/wnba/players/h/horstjo02w.html,2024,F,39,22.3,6.8,1.8,4.3,0.7,1.3,0.2241,1.415,1.1,0.25,0.11,0.061,0.7,0.156,0.12300000000000001,1.7,0.5,2,Stretch Big,0.6980450588336382,-1.0048957126007194
Natasha Howard,/wnba/players/h/howarna01w.html,2024,F,27,30.6,17.6,2.9,6.7,0.8,1.3,0.1316,3.224,4.6,0.2,0.131,0.075,0.8,0.281,0.17,2.8,0.5,0,Post Scorer,3.3856142786844035,2.357744348557069
Rhyne Howard,/wnba/players/h/howarrh01w.html,2024,G,30,33.9,17.3,3.1,4.4,0.6,1.8,0.54,1.218,4.5,0.329,0.073,0.027000000000000003,0.6,0.249,0.17600000000000002,1.7,0.0,3,Floor General,-0.42930274030356336,1.9258680025979187
Lexie Hull,/wnba/players/h/hullle01w.html,2024,G,34,19.7,5.5,1.1,2.5,0.3,0.6,0.525,0.3272,1.2,0.471,0.073,0.059000000000000004,0.3,0.121,0.078,0.9,0.0,3,Floor General,-1.924032414828567,-1.5172724828819535
Sabrina Ionescu,/wnba/players/i/ionessa01w.html,2024,G,38,32.1,18.2,6.2,4.4,0.3,1.0,0.5283,1.6205,3.1,0.333,0.08,0.027000000000000003,0.3,0.281,0.336,2.7,0.0,3,Floor General,-0.5932441080746909,3.4475396458151253
Rickea Jackson,/wnba/players/j/jacksri02w.html,2024,F,40,28.8,13.4,1.5,3.9,0.4,0.7,0.2818,1.9422,2.9,0.347,0.081,0.053,0.4,0.21899999999999997,0.09699999999999999,1.9,0.5,5,Combo Guard,0.7778293995500544,0.5053670009695591
Brionna Jones,/wnba/players/j/jonesbr01w.html,2024,F,40,27.2,13.7,1.5,5.5,0.6,1.2,0.0392,3.036,3.6,0.143,0.126,0.096,0.6,0.223,0.105,1.3,0.5,0,Post Scorer,2.926153536916941,-0.030021812576443728
Haley Jones,/wnba/players/j/jonesha01w.html,2024,F-G,40,17.8,3.9,2.1,2.2,0.3,0.4,0.1892,0.5733,1.2,0.214,0.071,0.016,0.3,0.149,0.19399999999999998,1.7,0.25,1,3-and-D Wing,-1.111133793395474,-0.2803689141526481
Jonquel Jones,/wnba/players/j/jonesjo01w.html,2024,C,39,29.8,14.2,3.2,9.0,1.3,0.8,0.398,2.4168,2.7,0.388,0.174,0.068,1.3,0.201,0.183,2.4,1.0,0,Post Scorer,2.865335148455183,0.38661339407730116
Dorka Juhász,/wnba/players/j/juhasdo01w.html,2024,F,34,16.1,4.8,1.1,3.8,0.4,0.4,0.2381,0.8959,0.6,0.324,0.13699999999999998,0.071,0.4,0.147,0.106,0.6,0.5,2,Stretch Big,0.17225226048294726,-2.2812778184195377
Betnijah Laney-Hamilton,/wnba/players/l/laneybe01w.html,2024,G-F,28,30.3,11.8,3.3,4.2,0.0,1.1,0.383,1.3748,1.9,0.402,0.08,0.042,0.0,0.187,0.175,2.4,0.25,5,Combo Guard,-0.7265740526551827,0.9036157776564498
Jewell Loyd,/wnba/players/l/loydje01w.html,2024,G,37,33.7,19.7,3.6,4.5,0.2,1.4,0.3452,1.8225,6.8,0.274,0.076,0.023,0.2,0.28800000000000003,0.183,2.3,0.0,3,Floor General,0.5767002577536413,3.472829796638874
Natasha Mack,/wnba/players/m/mackna01w.html,2024,F-C,40,15.5,3.8,1.1,5.0,1.2,0.7,0.0323,1.0566,0.5,0.0,0.187,0.11599999999999999,1.2,0.11900000000000001,0.11699999999999999,0.7,0.75,4,Interior Big,2.6684689883807415,-3.5167703801152785
Ezi Magbegor,/wnba/players/m/magbeez01w.html,2024,F-C,37,30.7,11.7,2.0,8.0,2.2,1.1,0.1538,2.4166,2.4,0.245,0.149,0.08199999999999999,2.2,0.165,0.105,1.4,0.75,0,Post Scorer,3.5495979326209306,-1.1597885510194632
Kate Martin,/wnba/players/m/martika01w.html,2024,G,34,11.5,2.6,0.9,1.6,0.2,0.2,0.6923,0.0192,0.4,0.355,0.079,0.018000000000000002,0.2,0.134,0.109,0.6,0.0,3,Floor General,-2.9292683979695595,-1.5525237842350272
Kayla McBride,/wnba/players/m/mcbrika01w.html,2024,G,39,31.7,15.0,3.2,2.6,0.1,1.3,0.6226,0.7956,3.8,0.407,0.047,0.013999999999999999,0.1,0.20800000000000002,0.168,2.0,0.0,3,Floor General,-1.8315661078024879,1.7153299470207242
Teaira McCowan,/wnba/players/m/mccowte01w.html,2024,C,39,25.2,11.7,1.6,8.1,0.9,0.9,0.012,2.6978,3.2,0.25,0.19,0.132,0.9,0.198,0.10400000000000001,2.0,1.0,0,Post Scorer,4.461150788288378,-0.8238376591325384
Aari McDonald,/wnba/players/m/mcdonaa01w.html,2024,G,26,21.8,8.7,3.7,2.0,0.2,0.9,0.4795,0.864,2.0,0.319,0.055,0.025,0.2,0.205,0.299,1.8,0.0,3,Floor General,-1.771659190437989,1.527543454354796
Jade Melbourne,/wnba/players/m/melboja01w.html,2024,G,37,14.2,5.4,1.6,1.5,0.1,0.6,0.3333,0.6622,1.3,0.357,0.063,0.028999999999999998,0.1,0.21600000000000003,0.192,1.7,0.0,3,Floor General,-1.538402588737083,0.6851514970979785
Diamond Miller,/wnba/players/m/milledi03w.html,2024,F,21,10.1,2.9,0.6,1.8,0.0,0.3,0.3636,0.2976,1.1,0.192,0.10099999999999999,0.051,0.0,0.214,0.094,0.9,0.5,1,3-and-D Wing,-0.6170601550663193,-1.4041615180411477
Kelsey Mitchell,/wnba/players/m/mitchke01w.html,2024,G,40,32.0,19.2,1.8,2.5,0.2,0.7,0.4503,2.2489,2.8,0.402,0.045,0.025,0.2,0.249,0.099,1.6,0.0,3,Floor General,-0.741767135608554,1.497914928985007
Tiffany Mitchell,/wnba/players/m/mitchti01w.html,2024,G,24,16.3,4.9,0.8,1.5,0.0,0.5,0.2222,0.4888,1.9,0.25,0.057999999999999996,0.034,0.0,0.17,0.077,0.6,0.0,3,Floor General,-1.5025068200942018,-1.091228619946753
Olivia Nelson-Ododa,/wnba/players/n/nelsool01w.html,2024,C,37,11.8,3.4,0.2,2.5,0.6,0.4,0.0,0.6435,1.1,,0.131,0.084,0.6,0.154,0.03,0.8,1.0,2,Stretch Big,1.529528030830112,-2.969749153092499
Kia Nurse,/wnba/players/n/nurseki01w.html,2024,G,40,20.3,7.6,1.3,1.6,0.0,0.5,0.6061,0.5712,1.5,0.331,0.048,0.025,0.0,0.18600000000000003,0.114,1.2,0.0,3,Floor General,-2.3702331771430285,-0.1609795128730396
Arike Ogunbowale,/wnba/players/o/ogunbar01w.html,2024,G,38,38.6,22.2,5.1,4.6,0.3,2.1,0.4427,1.8128,5.0,0.346,0.07,0.023,0.3,0.268,0.22399999999999998,2.7,0.0,3,Floor General,-0.037194104376368435,3.38829531185974
Nneka Ogwumike,/wnba/players/o/ogwumnn01w.html,2024,F,37,31.8,16.7,2.3,7.6,0.5,1.9,0.1504,3.18,2.6,0.405,0.135,0.066,0.5,0.218,0.131,1.3,0.5,5,Combo Guard,1.9551116492229472,0.309777026972547
Michaela Onyenwere,/wnba/players/o/onyenmi01w.html,2024,F,34,18.7,6.6,1.0,1.8,0.4,0.6,0.3226,0.8322,1.2,0.368,0.055,0.032,0.4,0.188,0.086,1.3,0.5,1,3-and-D Wing,-0.7941319799434843,-0.7689401044121716
Cheyenne Parker-Tyus,/wnba/players/p/parkech01w.html,2024,F,25,19.7,9.2,1.5,4.8,0.4,0.8,0.08,1.4784,2.8,0.214,0.14,0.07,0.4,0.248,0.145,2.1,0.5,0,Post Scorer,1.8769813544821874,0.45040965701237684
Kelsey Plum,/wnba/players/p/plumke01w.html,2024,G,38,34.0,17.8,4.2,2.6,0.0,0.7,0.5486,1.5616,3.1,0.368,0.044000000000000004,0.009000000000000001,0.0,0.248,0.209,2.4,0.0,3,Floor General,-1.4635813643301905,2.590736590595144
Aerial Powers,/wnba/players/p/powerae01w.html,2024,G,17,17.9,8.6,1.4,3.3,0.2,0.9,0.2593,0.7203,2.5,0.389,0.105,0.055,0.2,0.26,0.15,1.1,0.0,3,Floor General,-0.3215235518727966,0.4696945227880053
Angel Reese,/wnba/players/r/reesean01w.html,2024,F,34,32.5,13.6,1.9,13.1,0.5,1.3,0.0407,1.88,5.2,0.188,0.23,0.16899999999999998,0.5,0.22699999999999998,0.096,2.2,0.5,0,Post Scorer,4.617372143952533,-0.21391663604833794
DiDi Richards,/wnba/players/r/richadi01w.html,2024,G-F,19,10.4,2.4,0.7,1.5,0.2,0.1,0.0769,0.4785,0.7,0.0,0.08800000000000001,0.059000000000000004,0.2,0.145,0.106,0.4,0.25,4,Interior Big,-0.43476643440084445,-2.419952604368348
Mercedes Russell,/wnba/players/r/russeme01w.html,2024,C,37,15.8,3.9,0.8,3.0,0.2,0.6,0.0,0.8789,0.9,,0.107,0.05,0.2,0.121,0.077,0.7,1.0,2,Stretch Big,0.4436122692121802,-2.702783810599236
Nyara Sabally,/wnba/players/s/sabalny01w.html,2024,C,26,13.5,4.9,0.6,4.0,0.7,0.9,0.0303,1.1172,1.5,0.0,0.172,0.115,0.7,0.15,0.068,0.5,1.0,4,Interior Big,2.7377084943536976,-3.447741293856352
Satou Sabally,/wnba/players/s/sabalsa01w.html,2024,F,15,34.1,17.9,5.0,6.4,0.5,1.3,0.4029,1.3872,4.5,0.452,0.11199999999999999,0.040999999999999995,0.5,0.231,0.24,2.5,0.5,5,Combo Guard,0.7193221049399133,2.1359259235825876
Karlie Samuelson,/wnba/players/s/samueka01w.html,2024,G,29,24.5,8.4,2.1,2.6,0.0,0.9,0.6269,0.429,1.3,0.398,0.062,0.025,0.0,0.15,0.14300000000000002,0.9,0.0,3,Floor General,-2.685258743459903,-0.6033918679158142
Katie Lou Samuelson,/wnba/players/s/samueka02w.html,2024,F,37,18.2,4.3,1.4,2.3,0.2,0.3,0.6923,0.1955,0.7,0.33,0.07400000000000001,0.03,0.2,0.115,0.10800000000000001,0.5,0.5,1,3-and-D Wing,-2.2680974704957455,-2.151229426987222
Jacy Sheldon,/wnba/players/s/sheldja01w.html,2024,G,40,23.3,5.4,2.5,2.1,0.3,0.6,0.4528,0.5863,0.7,0.309,0.052000000000000005,0.034,0.3,0.131,0.153,1.6,0.0,3,Floor General,-2.02476408640638,-0.5502886328433544
Maddy Siegrist,/wnba/players/s/siegrma01w.html,2024,F,27,23.9,9.4,1.0,3.3,0.4,0.4,0.1795,1.998,1.6,0.27,0.083,0.078,0.4,0.163,0.068,0.6,0.5,2,Stretch Big,0.6666849490789181,-1.638521030255165
Alanna Smith,/wnba/players/s/smithal01w.html,2024,F,39,26.5,10.1,3.2,5.6,1.5,1.4,0.375,1.339,1.8,0.398,0.12300000000000001,0.071,1.5,0.187,0.198,1.9,0.5,2,Stretch Big,1.3116161119217054,-0.01811355791670643
NaLyssa Smith,/wnba/players/s/smithna01w.html,2024,F,40,24.8,10.6,1.0,7.1,1.0,0.8,0.1364,1.989,3.2,0.292,0.168,0.087,1.0,0.20600000000000002,0.068,1.3,0.5,0,Post Scorer,2.7051396246070625,-0.755301764449832
Azura Stevens,/wnba/players/s/steveaz01w.html,2024,F-C,20,24.7,9.6,1.9,7.0,0.9,0.9,0.4494,0.9658,1.4,0.35,0.171,0.049,0.9,0.204,0.139,1.8,0.75,2,Stretch Big,1.1019933265724997,-0.6844571768668933
Breanna Stewart,/wnba/players/s/stewabr01w.html,2024,F,38,32.7,20.4,3.5,8.5,1.3,1.7,0.2697,3.0102,6.3,0.295,0.15,0.057999999999999996,1.3,0.271,0.19399999999999998,1.7,0.5,0,Post Scorer,3.359299487862129,2.220204958760737
Kiah Stokes,/wnba/players/s/stokeki01w.html,2024,C,39,18.4,1.4,0.7,4.7,0.8,0.5,0.625,0.15,0.2,0.225,0.14800000000000002,0.038,0.8,0.052000000000000005,0.053,0.4,1.0,2,Stretch Big,-0.5642758355599631,-4.108305259879817
Brittney Sykes,/wnba/players/s/sykesbr01w.html,2024,G,18,23.3,12.2,3.1,4.1,0.4,0.9,0.2973,1.6596,3.1,0.271,0.10400000000000001,0.031,0.4,0.28600000000000003,0.249,2.2,0.0,3,Floor General,0.2908665136509656,2.468875657266799
Stephanie Talbot,/wnba/players/t/talbost01w.html,2024,F,37,16.2,3.5,2.1,2.7,0.5,0.5,0.4118,0.486,0.8,0.26,0.10099999999999999,0.042,0.5,0.129,0.205,1.0,0.5,1,3-and-D Wing,-0.919894458629849,-1.4115245072675053
Diana Taurasi,/wnba/players/t/tauradi01w.html,2024,G,36,29.0,14.9,3.4,3.8,0.3,0.6,0.605,1.2,3.5,0.333,0.076,0.015,0.3,0.243,0.209,1.9,0.0,3,Floor General,-1.123380700447913,2.011790717941776
Alyssa Thomas,/wnba/players/t/thomaal01w.html,2024,F,40,32.4,10.6,7.9,8.4,0.5,1.6,0.0122,2.1672,3.6,0.0,0.161,0.092,0.5,0.191,0.409,3.6,0.5,4,Interior Big,2.85408606177552,2.3048030063103506
Kayla Thornton,/wnba/players/t/thornka01w.html,2024,F,40,20.2,5.5,0.7,2.6,0.2,0.7,0.6275,0.3328,0.7,0.357,0.07400000000000001,0.057,0.2,0.132,0.05,0.6,0.5,1,3-and-D Wing,-1.6458200482091372,-2.3810958541454545
Sevgi Uzun,/wnba/players/u/uzunse01w.html,2024,G,40,20.5,4.4,3.0,1.6,0.3,0.9,0.42,0.5004,0.6,0.238,0.047,0.013000000000000001,0.3,0.14800000000000002,0.207,1.8,0.0,3,Floor General,-2.2053270128263476,0.05143227252510461
Courtney Vandersloot,/wnba/players/v/vandeco01w.html,2024,G,31,22.3,6.4,4.8,2.6,0.5,0.8,0.3729,1.096,1.0,0.269,0.068,0.022000000000000002,0.5,0.16399999999999998,0.331,1.8,0.0,3,Floor General,-1.5004288707903235,1.0082350188335691
Julie Vanloo,/wnba/players/v/vanloju01w.html,2024,G,40,23.2,7.4,4.3,1.6,0.0,0.5,0.7273,0.3645,0.4,0.324,0.042,0.006,0.0,0.203,0.308,2.6,0.0,3,Floor General,-3.0712303375877537,1.7534974490468906
Victoria Vivians,/wnba/players/v/viviavi01w.html,2024,G-F,35,12.7,3.1,0.8,2.0,0.2,0.4,0.5714,0.176,0.3,0.319,0.08800000000000001,0.048,0.2,0.145,0.096,0.6,0.25,1,3-and-D Wing,-1.8945387981056745,-2.0210173324465743
Shatori Walker-Kimbrough,/wnba/players/w/walkesh01w.html,2024,G,40,22.1,7.5,1.9,1.7,0.5,1.1,0.4286,0.8568,1.7,0.33,0.047,0.017,0.5,0.17300000000000001,0.141,1.4,0.0,3,Floor General,-1.6390946183867752,0.1276651074241076
Kristy Wallace,/wnba/players/w/wallakr01w.html,2024,G,26,17.2,4.7,1.7,1.8,0.2,0.7,0.4889,0.6096,0.7,0.293,0.063,0.028999999999999998,0.2,0.141,0.149,0.7,0.0,3,Floor General,-2.243916315671929,-1.079611349441235
Erica Wheeler,/wnba/players/w/wheeler01w.html,2024,G,39,14.0,3.6,1.8,1.4,0.1,0.4,0.3611,0.5313,0.3,0.288,0.057,0.015,0.1,0.14800000000000002,0.188,0.9,0.0,3,Floor General,-2.3992514932248628,-0.724391305194158
Sami Whitcomb,/wnba/players/w/whitcsa01w.html,2024,G,40,15.3,5.0,1.6,1.9,0.2,0.8,0.7692,0.3192,0.3,0.292,0.069,0.027999999999999997,0.2,0.182,0.16,1.0,0.0,3,Floor General,-2.6893350365984636,-0.6078910759539138
Courtney Williams,/wnba/players/w/willico01w.html,2024,G,40,26.5,11.1,5.5,4.7,0.4,0.9,0.1545,1.9909,1.1,0.333,0.102,0.016,0.4,0.24100000000000002,0.37,2.5,0.0,3,Floor General,-0.22998657489358929,2.5988839228107485
Gabby Williams,/wnba/players/w/williga01w.html,2024,F,12,29.3,10.3,3.7,4.0,0.3,1.7,0.2989,1.8084,1.6,0.323,0.078,0.028999999999999998,0.3,0.162,0.19899999999999998,1.4,0.5,5,Combo Guard,-0.3840429911363831,-0.024433946534056568
A'ja Wilson,/wnba/players/w/wilsoa01w.html,2024,C,38,34.4,26.9,2.3,11.9,2.6,1.8,0.0816,5.1456,7.2,0.317,0.19899999999999998,0.07200000000000001,2.6,0.322,0.141,1.3,1.0,0,Post Scorer,7.092604875881689,2.249613538133513
Jackie Young,/wnba/players/y/youngja01w.html,2024,G,37,32.6,15.8,5.3,4.4,0.2,1.0,0.4444,1.771,3.5,0.337,0.077,0.026000000000000002,0.2,0.23,0.271,2.1,0.0,3,Floor General,-0.6558377940037788,2.4232997664397797
Li Yueru,/wnba/players/y/yueruli01w.html,2024,C,38,14.4,5.1,0.6,3.7,0.2,0.3,0.1026,0.8245,1.6,0.267,0.154,0.121,0.2,0.168,0.07,0.9,1.0,2,Stretch Big,1.893590485198749,-2.7369403070781666
Cecilia Zandalasini,/wnba/players/z/zandace01w.html,2024,F,40,12.2,4.6,1.1,1.2,0.2,0.4,0.4865,0.4158,0.7,0.443,0.055,0.012,0.2,0.182,0.145,0.8,0.5,1,3-and-D Wing,-2.0280242470048893,-0.8401369765124954
Rachel Banham,/wnba/players/b/banhara01w.html,2024,G,37,15.8,5.7,1.1,1.4,0.2,0.4,0.6909,0.1585,0.5,0.366,0.054000000000000006,0.013999999999999999,0.2,0.177,0.111,0.5,0.0,3,Floor General,-2.9951460467220077,-1.0285778028728834
Monique Billings,/wnba/players/b/billimo01w.html,2024,F,37,22.8,7.4,1.4,5.8,0.5,0.7,0.0645,1.3468,1.9,0.214,0.15,0.091,0.5,0.16899999999999998,0.098,1.8,0.5,0,Post Scorer,1.792404356507948,-1.180220937464615
Crystal Dangerfield,/wnba/players/d/dangecr01w.html,2024,G,33,13.4,3.2,1.9,1.0,0.2,0.3,0.475,0.174,0.5,0.274,0.045,0.005,0.2,0.16699999999999998,0.23,0.8,0.0,3,Floor General,-2.8523684638490066,-0.3352703473818389
Myisha Hines-Allen,/wnba/players/h/hinesmy01w.html,2024,F,40,18.7,7.8,2.6,4.7,0.1,0.7,0.2131,1.3676,1.7,0.36,0.149,0.067,0.1,0.201,0.24100000000000002,1.4,0.5,2,Stretch Big,0.5781341704925089,-0.07541308431483218
Marina Mabrey,/wnba/players/m/mabrema01w.html,2024,G,40,30.9,14.4,4.1,4.4,0.4,1.1,0.5,1.305,1.7,0.377,0.08199999999999999,0.02,0.4,0.23199999999999998,0.23399999999999999,2.4,0.0,3,Floor General,-1.0528631135621704,1.865051778694957
Odyssey Sims,/wnba/players/s/simsod01w.html,2024,G,24,29.2,12.6,5.3,2.1,0.2,1.2,0.2376,2.108,2.6,0.345,0.044000000000000004,0.028999999999999998,0.2,0.20199999999999999,0.319,2.2,0.0,3,Floor General,-0.7546439143214589,2.4060324534502255
Sug Sutton,/wnba/players/s/suttosu01w.html,2024,G,29,13.1,2.3,2.1,1.0,0.0,0.6,0.5185,0.184,0.4,0.244,0.043,0.019,0.0,0.14400000000000002,0.248,1.2,0.0,3,Floor General,-2.972395597706994,-0.3001311469304444
Celeste Taylor,/wnba/players/t/tayloce01w.html,2024,G,22,14.9,2.6,1.3,1.3,0.5,0.7,0.5,0.3283,0.8,0.2,0.05,0.022000000000000002,0.5,0.129,0.129,1.0,0.0,3,Floor General,-2.1793209438982353,-1.163174048518122
