player,player_href,season_year,pos,g,mpg,pts_per_g,ast_per_g,trb_per_g,blk_per_g,stl_per_g,three_rate,inside_score,fta_per_g,fg3_pct,treb_pct,oreb_pct,blk_per_g,usg_pct,ast_pct,tov_per_g,pos_encoded,cluster,archetype,pca1,pca2
Epiphanny Prince,/wnba/players/p/princep01w.html,2021,G,29,14.3,5.8,1.7,1.6,0.2,0.7,0.3696,0.4422,1.0,0.5,0.065,0.028999999999999998,0.2,0.188,0.18600000000000003,0.9,0.0,3,Floor General,-2.057060004327407,-0.13913208112547884
Allie Quigley,/wnba/players/q/quiglal01w.html,2021,G,26,24.4,13.2,2.3,2.7,0.3,0.5,0.4423,1.1544,1.9,0.454,0.062,0.031,0.3,0.226,0.166,1.2,0.0,3,Floor General,-1.3656250873522469,0.7262139213858011
DiDi Richards,/wnba/players/r/richadi01w.html,2021,G-F,31,11.2,2.3,0.8,1.1,0.2,0.5,0.3333,0.2025,0.3,0.455,0.055999999999999994,0.031,0.2,0.11,0.11599999999999999,0.5,0.25,1,3-and-D Wing,-2.2619493317436046,-1.968084497041914
Danielle Robinson,/wnba/players/r/robinda01w.html,2021,G,24,27.5,9.9,3.7,3.5,0.1,1.6,0.1136,1.561,2.6,0.2,0.076,0.013999999999999999,0.1,0.19,0.23399999999999999,1.8,0.0,3,Floor General,-0.5704518674104827,1.235496694856773
Mercedes Russell,/wnba/players/r/russeme01w.html,2021,C,30,24.7,7.3,1.6,6.1,0.4,0.9,0.0,1.9127,1.6,,0.14400000000000002,0.08,0.4,0.129,0.10400000000000001,1.3,1.0,2,Stretch Big,1.9552274011170991,-1.9344400377244162
Satou Sabally,/wnba/players/s/sabalsa01w.html,2021,F,17,24.9,11.9,2.8,5.9,0.8,0.2,0.3299,1.392,3.6,0.327,0.13699999999999998,0.071,0.8,0.243,0.198,2.3,0.5,5,Combo Guard,1.682704744331947,1.1688425004001397
Katie Lou Samuelson,/wnba/players/s/samueka02w.html,2021,F,27,21.0,7.0,1.7,3.5,0.3,0.7,0.4576,0.9316,1.0,0.351,0.09699999999999999,0.023,0.3,0.162,0.128,1.1,0.5,2,Stretch Big,-1.0145585565292954,-0.9979748676087646
Jessica Shepard,/wnba/players/s/shepaje01w.html,2021,F,22,10.5,2.0,1.7,3.2,0.2,0.1,0.25,0.3283,0.7,0.083,0.184,0.128,0.2,0.136,0.23800000000000002,0.8,0.5,2,Stretch Big,0.8778502402552607,-2.5060853227301547
Kylee Shook,/wnba/players/s/shookky01w.html,2021,C,30,18.9,5.7,1.4,4.0,0.5,0.3,0.3922,0.8256,0.2,0.393,0.12300000000000001,0.042,0.5,0.153,0.125,1.3,1.0,2,Stretch Big,0.010048102932481894,-1.8402911202574688
Odyssey Sims,/wnba/players/s/simsod01w.html,2021,G,30,25.1,8.7,3.6,2.5,0.1,1.2,0.2421,1.242,1.6,0.232,0.055,0.02,0.1,0.207,0.231,1.6,0.0,3,Floor General,-1.2487922241569644,0.95614317913446
Azura Stevens,/wnba/players/s/steveaz01w.html,2021,F-C,30,19.6,7.4,0.8,4.6,0.7,0.8,0.25,1.39,1.1,0.333,0.134,0.098,0.7,0.16899999999999998,0.065,0.9,0.75,2,Stretch Big,1.4225683452932665,-2.202986773155873
Breanna Stewart,/wnba/players/s/stewabr01w.html,2021,F,28,33.4,20.3,2.7,9.6,1.7,1.2,0.3228,2.5376,5.6,0.336,0.166,0.043,1.7,0.27399999999999997,0.147,1.6,0.5,0,Post Scorer,3.2663466641063623,1.6674576904073706
Brittney Sykes,/wnba/players/s/sykesbr01w.html,2021,G,32,29.3,9.4,2.2,4.6,0.5,1.8,0.1461,1.419,2.5,0.262,0.09300000000000001,0.045,0.5,0.182,0.136,1.4,0.0,3,Floor General,0.09436755888365411,0.07028040465754758
Stephanie Talbot,/wnba/players/t/talbost01w.html,2021,F,30,17.9,5.7,1.6,2.9,0.4,0.5,0.4583,0.7532,0.3,0.415,0.092,0.026000000000000002,0.4,0.16699999999999998,0.141,1.6,0.5,1,3-and-D Wing,-1.1085916642229205,-0.7491324685965264
Diana Taurasi,/wnba/players/t/tauradi01w.html,2021,G,16,28.4,15.2,4.9,4.4,0.6,0.2,0.6387,0.7452,4.5,0.339,0.08900000000000001,0.008,0.6,0.275,0.3,2.9,0.0,3,Floor General,-0.708275725534011,3.570719457052644
Jasmine Thomas,/wnba/players/t/thomaja01w.html,2021,G,30,29.6,10.6,4.1,2.4,0.2,1.3,0.3571,0.9072,1.9,0.4,0.052000000000000005,0.019,0.2,0.2,0.231,2.2,0.0,3,Floor General,-1.5583611912156325,1.4810777405657605
Kayla Thornton,/wnba/players/t/thornka01w.html,2021,F,31,27.6,7.5,1.5,5.6,0.2,0.8,0.3125,0.91,1.7,0.349,0.11699999999999999,0.085,0.2,0.13,0.08199999999999999,1.0,0.5,1,3-and-D Wing,0.08886961313894415,-1.9512590230506888
Kristi Toliver,/wnba/players/t/tolivkr01w.html,2021,G,19,27.6,9.4,2.8,1.5,0.0,0.7,0.5176,1.0374,1.0,0.337,0.032,0.02,0.0,0.18100000000000002,0.18899999999999997,1.7,0.0,3,Floor General,-2.35048407590994,0.6079906078671632
Brianna Turner,/wnba/players/t/turnebr01w.html,2021,F-C,32,31.1,7.8,1.8,9.4,1.3,0.8,0.0,1.8938,1.4,0.0,0.172,0.095,1.3,0.122,0.09,1.5,0.75,4,Interior Big,3.1676533747865316,-2.395810249027581
Courtney Vandersloot,/wnba/players/v/vandeco01w.html,2021,G,32,30.5,10.5,8.6,3.4,0.4,1.7,0.3548,1.3891,1.5,0.346,0.064,0.019,0.4,0.19,0.449,3.0,0.0,3,Floor General,-1.3056245950494372,3.0027846376952056
Kia Vaughn,/wnba/players/v/vaughki01w.html,2021,C,28,15.8,4.6,1.3,2.7,0.2,0.2,0.0,0.9387,0.7,0.0,0.098,0.063,0.2,0.187,0.136,1.3,1.0,4,Interior Big,1.1081638790701178,-1.8427863032436707
Victoria Vivians,/wnba/players/v/viviavi01w.html,2021,G-F,31,21.3,6.8,1.3,3.1,0.1,1.1,0.5467,0.6495,1.0,0.252,0.085,0.024,0.1,0.193,0.102,1.3,0.25,1,3-and-D Wing,-1.511778043669033,-0.6416881705781965
Megan Walker,/wnba/players/w/walkeme01w.html,2021,F,29,14.7,4.5,0.9,1.3,0.3,0.2,0.5098,0.3204,1.0,0.267,0.052000000000000005,0.017,0.3,0.2,0.094,0.8,0.5,1,3-and-D Wing,-1.6264887853043557,-1.0984075926638883
Erica Wheeler,/wnba/players/w/wheeler01w.html,2021,G,32,30.2,13.6,4.8,3.1,0.3,1.3,0.2417,1.74,3.1,0.359,0.06,0.019,0.3,0.25,0.311,2.7,0.0,3,Floor General,-0.4124716673290238,3.163753708994613
Sami Whitcomb,/wnba/players/w/whitcsa01w.html,2021,G,30,28.1,11.7,2.7,5.0,0.3,1.0,0.6897,0.9248,1.1,0.425,0.10300000000000001,0.013999999999999999,0.3,0.182,0.17300000000000001,2.1,0.0,3,Floor General,-1.825387209086774,0.6881621730472612
Sydney Wiese,/wnba/players/w/wiesesy01w.html,2021,G,27,21.4,4.4,1.6,1.3,0.0,0.4,0.617,0.2625,0.7,0.291,0.036000000000000004,0.009000000000000001,0.0,0.126,0.11699999999999999,1.0,0.0,3,Floor General,-3.195902682258866,-1.0034989032776618
Courtney Williams,/wnba/players/w/willico01w.html,2021,G,32,34.4,16.5,4.0,6.8,0.5,1.1,0.1871,2.5134,1.7,0.382,0.11,0.043,0.5,0.251,0.21,1.8,0.0,3,Floor General,0.5808019060740353,1.537291962818666
Elizabeth Williams,/wnba/players/w/williel01w.html,2021,C-F,32,23.8,5.8,1.2,4.9,1.3,1.1,0.0,1.29,1.7,,0.115,0.085,1.3,0.11800000000000001,0.076,0.8,0.75,2,Stretch Big,1.870619699005969,-2.4649140538085144
Riquna Williams,/wnba/players/w/williri02w.html,2021,G,32,26.0,10.5,1.6,2.6,0.3,0.8,0.5875,0.7696,1.6,0.417,0.055,0.008,0.3,0.159,0.09,0.7,0.0,3,Floor General,-2.375286656726015,-0.6088722636845156
A'ja Wilson,/wnba/players/w/wilsoa01w.html,2021,C,32,31.9,18.3,3.1,9.3,1.3,0.9,0.0,2.8352,6.0,1.0,0.161,0.07200000000000001,1.3,0.259,0.156,1.4,1.0,0,Post Scorer,3.7512711614761294,1.665004142299673
Jackie Young,/wnba/players/y/youngja01w.html,2021,G,32,31.8,12.2,3.2,4.1,0.3,1.1,0.0625,2.4628,2.8,0.25,0.07,0.023,0.3,0.171,0.152,1.5,0.0,3,Floor General,0.07516685580260818,0.7575219277398272
Amanda Zahui B.,/wnba/players/z/zahuiam01w.html,2021,C,30,23.8,9.2,1.0,5.1,1.2,0.6,0.439,1.3575,1.4,0.28,0.129,0.039,1.2,0.21,0.078,1.8,1.0,2,Stretch Big,1.4648574936192986,-0.8996527925135672
Shavonte Zellous,/wnba/players/z/zellosh01w.html,2021,G,28,15.8,4.3,1.6,2.4,0.2,0.4,0.3659,0.5424,1.1,0.244,0.086,0.039,0.2,0.154,0.163,0.8,0.0,3,Floor General,-1.5542688507970324,-0.9713190785783375
Kristine Anigwe,/wnba/players/a/anigwkr01w.html,2021,F-C,10,13.6,3.4,0.5,3.3,0.1,0.5,0.0,0.4968,1.8,,0.14400000000000002,0.09300000000000001,0.1,0.16699999999999998,0.063,1.2,0.75,2,Stretch Big,1.242934134285348,-2.1439266858490083
Emma Cannon,/wnba/players/c/cannoem01w.html,2021,F,20,14.8,5.5,0.9,3.7,0.2,0.3,0.2353,0.9386,0.9,0.292,0.15,0.1,0.2,0.215,0.102,1.6,0.5,2,Stretch Big,1.0438904310435901,-1.2178310996016568
Layshia Clarendon,/wnba/players/c/clarela01w.html,2021,G,22,24.7,9.9,5.4,3.0,0.0,0.6,0.0741,2.12,1.7,0.357,0.07200000000000001,0.027000000000000003,0.0,0.218,0.371,3.0,0.0,3,Floor General,-0.40897706564316755,3.0017288264776107
Lauren Cox,/wnba/players/c/coxla01w.html,2021,F,26,11.7,2.6,0.5,3.0,0.6,0.5,0.12,0.3636,0.8,0.25,0.15,0.06,0.6,0.136,0.066,0.6,0.5,2,Stretch Big,0.4516842632029441,-2.786046906539987
Candice Dupree,/wnba/players/d/dupreca01w.html,2021,F,26,17.8,6.4,0.7,3.0,0.2,0.5,0.0462,1.2544,0.8,0.143,0.096,0.036000000000000004,0.2,0.19699999999999998,0.061,0.8,0.5,2,Stretch Big,0.2486669493128495,-1.5937192835746568
Bria Holmes,/wnba/players/h/holmebr01w.html,2021,G,19,16.7,4.4,1.1,2.6,0.3,0.8,0.3333,0.438,1.2,0.242,0.092,0.07200000000000001,0.3,0.188,0.11,1.1,0.0,1,3-and-D Wing,-0.7384994882433789,-1.0327305915235183
Karlie Samuelson,/wnba/players/s/samueka01w.html,2021,G,14,14.7,3.6,0.8,1.9,0.0,0.5,0.7097,0.0924,0.6,0.387,0.075,0.017,0.0,0.127,0.08800000000000001,0.6,0.0,3,Floor General,-3.129566123019532,-1.5748610321585739
Kiah Stokes,/wnba/players/s/stokeki01w.html,2021,C,24,18.5,1.5,0.8,5.4,0.7,0.4,0.0833,0.3462,0.3,0.5,0.16399999999999998,0.09300000000000001,0.7,0.044000000000000004,0.06,0.5,1.0,2,Stretch Big,0.8988972957903864,-4.297121588583601
Shatori Walker-Kimbrough,/wnba/players/w/walkesh01w.html,2021,G,17,20.6,6.9,0.9,1.4,0.3,0.7,0.3261,1.1476,2.1,0.32,0.039,0.012,0.3,0.146,0.077,1.2,0.0,3,Floor General,-1.5931178394865804,-0.33537544342276826
Natalie Achonwa,/wnba/players/a/achonna01w.html,2022,F,22,15.1,5.3,1.7,4.1,0.3,0.4,0.0244,1.1088,1.2,0.0,0.157,0.09,0.3,0.168,0.183,1.0,0.5,4,Interior Big,1.4338451704438953,-1.7728512545577249
Julie Allemand,/wnba/players/a/allemju01w.html,2022,G,25,16.1,3.0,3.4,1.6,0.1,0.6,0.5,0.3312,0.7,0.29,0.057999999999999996,0.027999999999999997,0.1,0.114,0.28300000000000003,1.3,0.0,3,Floor General,-2.6953788968094314,-0.26780745103554215
Rebecca Allen,/wnba/players/a/allenre01w.html,2022,F-G,25,20.9,7.0,1.2,3.4,1.0,0.8,0.4853,0.663,1.0,0.313,0.09300000000000001,0.018000000000000002,1.0,0.179,0.10099999999999999,1.0,0.25,2,Stretch Big,-0.8352178294235151,-0.9645028448564654
Ariel Atkins,/wnba/players/a/atkinar01w.html,2022,G,36,30.0,14.6,2.3,3.3,0.3,1.3,0.4344,1.4848,2.9,0.365,0.064,0.037000000000000005,0.3,0.22899999999999998,0.139,1.4,0.0,3,Floor General,-0.7627807690995146,0.9840786803531337
Shakira Austin,/wnba/players/a/austish01w.html,2022,F-C,36,21.6,8.7,0.9,6.4,0.8,0.8,0.0,1.87,3.0,0.0,0.17800000000000002,0.095,0.8,0.19399999999999998,0.075,1.5,0.75,4,Interior Big,3.4085110961413023,-1.3944664530392863
Rachel Banham,/wnba/players/b/banhara01w.html,2022,G,36,17.5,7.9,2.3,1.3,0.1,0.3,0.6308,0.6144,0.8,0.383,0.044000000000000004,0.006,0.1,0.21,0.218,1.3,0.0,3,Floor General,-2.788952473954928,0.6860113456791207
Monique Billings,/wnba/players/b/billimo01w.html,2022,F,23,17.4,6.5,1.1,6.3,0.3,0.8,0.0,1.1376,2.2,0.0,0.21100000000000002,0.129,0.3,0.188,0.11199999999999999,1.3,0.5,4,Interior Big,2.859242757131732,-1.9675367813205251
Sue Bird,/wnba/players/b/birdsu01w.html,2022,G,31,26.4,7.8,6.0,1.9,0.1,1.2,0.6765,0.3897,0.5,0.389,0.040999999999999995,0.008,0.1,0.155,0.348,1.9,0.0,3,Floor General,-3.314469682428111,1.1468092622240875
DeWanna Bonner,/wnba/players/b/bonnede01w.html,2022,G-F,33,30.0,13.5,2.8,4.7,0.3,1.2,0.3889,1.6896,3.2,0.329,0.096,0.032,0.3,0.2,0.145,1.6,0.25,5,Combo Guard,-0.08752510471860508,0.7104499138220322
Lexie Brown,/wnba/players/b/brownle02w.html,2022,G,34,25.0,7.1,2.1,2.3,0.2,1.0,0.629,0.6156,0.2,0.398,0.055999999999999994,0.011000000000000001,0.2,0.129,0.13,0.8,0.0,3,Floor General,-2.9495836740639656,-1.0599003010122112
Kennedy Burke,/wnba/players/b/burkeke01w.html,2022,G-F,16,13.9,5.4,0.4,2.2,0.3,1.0,0.4348,0.7336,1.1,0.344,0.094,0.042,0.3,0.18600000000000003,0.055,0.5,0.25,2,Stretch Big,-1.0256881902428003,-1.5407890665842514
Veronica Burton,/wnba/players/b/burtove01w.html,2022,G,36,15.2,2.6,1.9,1.5,0.3,0.9,0.5714,0.1576,0.9,0.279,0.057999999999999996,0.036000000000000004,0.3,0.102,0.179,1.0,0.0,3,Floor General,-2.5477853903803913,-1.182594760663766
Liz Cambage,/wnba/players/c/cambael01w.html,2022,C,25,23.4,13.0,2.1,6.4,1.6,0.6,0.0652,2.3535,4.4,0.286,0.168,0.067,1.6,0.26,0.16399999999999998,2.3,1.0,0,Post Scorer,4.263922498247736,1.0132243624111479
Jordin Canada,/wnba/players/c/canadjo01w.html,2022,G,32,27.0,9.2,5.5,2.3,0.2,1.4,0.1882,1.317,3.1,0.14,0.052000000000000005,0.01,0.2,0.203,0.327,2.3,0.0,3,Floor General,-0.824535988996266,2.3034074422571926
Bridget Carleton,/wnba/players/c/carlebr01w.html,2022,F,36,16.8,4.3,1.1,2.1,0.1,0.4,0.6053,0.3367,0.7,0.349,0.07400000000000001,0.024,0.1,0.125,0.1,0.6,0.5,1,3-and-D Wing,-2.148372602119296,-1.948320929329305
DiJonai Carrington,/wnba/players/c/carridi01w.html,2022,G-F,36,17.5,6.8,1.1,3.1,0.1,0.8,0.3036,0.8298,2.1,0.306,0.10800000000000001,0.075,0.1,0.205,0.092,1.6,0.25,1,3-and-D Wing,0.05706457139932199,-0.4854859278340694
Chennedy Carter,/wnba/players/c/cartech01w.html,2022,G,24,16.4,8.9,1.9,1.9,0.4,0.6,0.0506,1.624,2.3,0.2,0.07,0.027000000000000003,0.4,0.295,0.222,1.8,0.0,3,Floor General,0.26996898861298946,1.9243443689861879
Alysha Clark,/wnba/players/c/clarkal01w.html,2022,F,29,26.4,8.0,2.0,4.5,0.3,1.0,0.5,1.3209,0.8,0.303,0.102,0.035,0.3,0.147,0.127,1.3,0.5,2,Stretch Big,-0.7554479370029636,-1.0764985591464848
Natasha Cloud,/wnba/players/c/cloudna01w.html,2022,G,34,31.3,10.7,7.0,3.6,0.3,1.0,0.4396,1.1088,2.7,0.319,0.068,0.018000000000000002,0.3,0.192,0.368,2.8,0.0,3,Floor General,-1.289850512360459,2.6999500806705012
Nia Coffey,/wnba/players/c/coffeni01w.html,2022,F,16,21.0,6.4,0.8,5.2,0.1,0.6,0.3016,0.5936,1.9,0.29,0.14300000000000002,0.024,0.1,0.19699999999999998,0.059000000000000004,2.2,0.5,2,Stretch Big,0.10032851123693258,-0.440778848666707
Kahleah Copper,/wnba/players/c/coppeka01w.html,2022,G-F,31,28.7,15.7,2.3,5.7,0.0,0.5,0.2797,2.376,4.2,0.356,0.11699999999999999,0.046,0.0,0.248,0.129,2.0,0.25,5,Combo Guard,0.9531371960159793,1.64929771333726
Sophie Cunningham,/wnba/players/c/cunniso01w.html,2022,G,28,29.5,12.6,1.6,4.4,0.4,1.0,0.6632,0.9774,1.7,0.4,0.08800000000000001,0.027000000000000003,0.4,0.17600000000000002,0.09699999999999999,1.0,0.0,3,Floor General,-1.6732187786518538,-0.39053220664608945
Damiris Dantas,/wnba/players/d/dantada01w.html,2022,C-F,15,17.5,5.1,1.9,3.8,0.1,0.2,0.6721,0.3096,0.4,0.262,0.126,0.046,0.1,0.18899999999999997,0.166,1.1,0.75,1,3-and-D Wing,-1.013072325657984,-1.4177475756183604
Elena Delle Donne,/wnba/players/d/delleel01w.html,2022,F-G,25,27.8,17.2,2.3,6.3,1.1,0.5,0.2946,2.5248,3.7,0.368,0.135,0.051,1.1,0.26,0.16399999999999998,1.1,0.25,5,Combo Guard,1.8000317439132747,1.091034804263788
Diamond DeShields,/wnba/players/d/deshidi01w.html,2022,G,30,25.3,13.1,2.2,3.8,0.5,1.0,0.2459,1.748,3.8,0.236,0.08900000000000001,0.027999999999999997,0.5,0.294,0.17,2.3,0.0,3,Floor General,0.6640962703331497,2.4337130622645065
Skylar Diggins,/wnba/players/d/diggisk01w.html,2022,G,30,34.0,19.7,5.5,4.0,1.0,1.5,0.2778,2.688,5.3,0.296,0.07,0.032,1.0,0.28600000000000003,0.324,2.7,0.0,3,Floor General,1.3082038250751427,4.2295147628141985
Stefanie Dolson,/wnba/players/d/dolsost01w.html,2022,C,36,22.9,8.1,1.8,4.8,0.8,0.4,0.2812,1.2816,1.2,0.394,0.12,0.062,0.8,0.16899999999999998,0.139,1.6,1.0,2,Stretch Big,1.1240004352252548,-1.184550364880365
Queen Egbo,/wnba/players/e/egboqu01w.html,2022,F-C,33,21.8,7.2,0.9,6.3,1.2,0.9,0.0,1.2818,2.3,,0.16899999999999998,0.09300000000000001,1.2,0.188,0.075,1.9,0.75,0,Post Scorer,2.9923741774394577,-1.2065848965093362
Emily Engstler,/wnba/players/e/engstem01w.html,2022,F,35,18.2,5.2,1.5,5.2,1.1,0.8,0.25,0.6544,1.1,0.356,0.165,0.124,1.1,0.16699999999999998,0.135,1.4,0.5,2,Stretch Big,1.7328093257674408,-1.8503472433672947
Dana Evans,/wnba/players/e/evansda02w.html,2022,G,33,11.5,4.3,1.2,0.8,0.1,0.3,0.5128,0.3432,0.8,0.328,0.042,0.017,0.1,0.20199999999999999,0.16,0.8,0.0,3,Floor General,-2.580160415151863,-0.2648064614379122
Sylvia Fowles,/wnba/players/f/fowlesy01w.html,2022,C,30,27.7,14.4,1.2,9.8,1.2,1.0,0.0,3.7942,3.2,,0.205,0.107,1.2,0.21600000000000003,0.08199999999999999,2.1,1.0,0,Post Scorer,5.0810002123986395,-0.18466668523109014
Rebekah Gardner,/wnba/players/g/gardnre01w.html,2022,G,35,21.7,8.4,1.3,3.3,0.5,1.4,0.1967,1.7023,1.7,0.357,0.09,0.07400000000000001,0.5,0.177,0.08800000000000001,1.6,0.0,3,Floor General,0.2700706447010657,-0.31592556406767425
Allisha Gray,/wnba/players/g/grayal01w.html,2022,G,33,32.9,13.3,2.5,4.8,0.7,1.1,0.4571,1.09,3.2,0.408,0.08800000000000001,0.031,0.7,0.17800000000000002,0.128,1.3,0.0,3,Floor General,-0.6743833528589607,0.34914139256296506
Chelsea Gray,/wnba/players/g/graych01w.html,2022,G,35,29.7,13.7,6.1,3.2,0.3,1.6,0.271,2.3478,2.5,0.34,0.06,0.011000000000000001,0.3,0.21100000000000002,0.325,2.3,0.0,3,Floor General,-0.6540413893044164,2.6990128656829557
Dearica Hamby,/wnba/players/h/hambyde01w.html,2022,F,34,26.5,9.3,1.1,7.1,0.1,1.1,0.2877,1.6472,2.7,0.219,0.149,0.061,0.1,0.168,0.062,1.5,0.5,5,Combo Guard,0.9802173195966339,-0.9540348517486007
Isabelle Harrison,/wnba/players/h/harriis01w.html,2022,F,35,18.4,8.7,1.3,4.3,0.1,0.7,0.0141,1.5246,2.4,1.0,0.141,0.087,0.1,0.23,0.128,1.3,0.5,2,Stretch Big,0.9206457818958839,0.23550255908211323
Tyasha Harris,/wnba/players/h/harrity01w.html,2022,G,35,15.8,5.0,2.8,0.9,0.1,0.4,0.3191,0.702,0.7,0.315,0.035,0.013000000000000001,0.1,0.17300000000000001,0.292,1.1,0.0,3,Floor General,-2.4502160312424834,0.4516330623454114
Tianna Hawkins,/wnba/players/h/hawkiti01w.html,2022,F,25,12.8,4.9,0.8,2.4,0.1,0.4,0.4565,0.5904,0.8,0.264,0.11,0.055,0.1,0.221,0.106,1.2,0.5,1,3-and-D Wing,-0.5075988746419835,-1.0432320544997968
Tiffany Hayes,/wnba/players/h/hayesti01w.html,2022,G,11,27.5,16.2,2.1,3.6,0.1,0.7,0.3455,2.6752,3.7,0.429,0.077,0.011000000000000001,0.1,0.235,0.153,2.0,0.0,3,Floor General,-0.22931294095964863,2.300110074434886
Destanni Henderson,/wnba/players/h/hendede01w.html,2022,G,36,16.4,5.3,2.5,1.6,0.1,0.8,0.4082,0.5525,0.9,0.366,0.055999999999999994,0.05,0.1,0.185,0.259,1.7,0.0,3,Floor General,-1.8536416116733685,0.5227740952190045
Natisha Hiedeman,/wnba/players/h/hiedena01w.html,2022,G,36,25.0,9.1,3.3,1.8,0.1,1.2,0.6184,0.6468,0.8,0.411,0.043,0.008,0.1,0.162,0.198,1.3,0.0,3,Floor General,-2.9232916702119347,0.183165668290906
Naz Hillmon,/wnba/players/h/hillmna01w.html,2022,F,34,19.8,4.4,1.2,5.1,0.3,0.6,0.0278,0.8296,1.1,0.0,0.14800000000000002,0.08800000000000001,0.3,0.11800000000000001,0.09699999999999999,1.2,0.5,4,Interior Big,1.167207911878805,-2.599514177799328
Myisha Hines-Allen,/wnba/players/h/hinesmy01w.html,2022,F,34,19.3,8.9,1.9,5.3,0.3,0.8,0.284,1.085,1.9,0.367,0.162,0.066,0.3,0.255,0.182,1.7,0.5,2,Stretch Big,0.9985722670040446,0.22688032217672036
Natasha Howard,/wnba/players/h/howarna01w.html,2022,F,35,29.9,15.1,2.3,7.3,1.0,1.3,0.2131,2.625,3.5,0.326,0.141,0.079,1.0,0.26,0.15,3.2,0.5,0,Post Scorer,2.998357980757045,1.9086744871990788
Rhyne Howard,/wnba/players/h/howarrh01w.html,2022,G,34,31.4,16.2,2.8,4.5,0.8,1.6,0.4867,1.0991,3.7,0.343,0.084,0.028999999999999998,0.8,0.256,0.166,1.6,0.0,3,Floor General,-0.23789874066310623,1.541307747919959
Lexie Hull,/wnba/players/h/hullle01w.html,2022,G,26,12.8,3.8,0.7,1.5,0.1,0.6,0.425,0.2584,1.5,0.186,0.07,0.036000000000000004,0.1,0.182,0.087,0.7,0.0,3,Floor General,-1.7062971983886852,-1.1265951839344985
Sabrina Ionescu,/wnba/players/i/ionessa01w.html,2022,G,36,32.3,17.4,6.3,7.1,0.3,1.1,0.4825,1.746,3.6,0.333,0.126,0.036000000000000004,0.3,0.268,0.369,3.0,0.0,3,Floor General,0.12304676330391495,3.6410761077221574
Briann January,/wnba/players/j/januabr01w.html,2022,G,36,16.9,3.7,2.4,1.0,0.2,0.6,0.6176,0.2874,0.6,0.311,0.034,0.013000000000000001,0.2,0.139,0.205,1.5,0.0,3,Floor General,-3.014426123175684,-0.1272979986486684
Marine Johannes,/wnba/players/j/johanma01w.html,2022,G,24,25.5,10.0,3.4,1.7,0.1,0.6,0.7067,0.6336,1.0,0.437,0.038,0.01,0.1,0.175,0.23199999999999998,1.8,0.0,3,Floor General,-2.9947617695810664,0.913194041977465
Brionna Jones,/wnba/players/j/jonesbr01w.html,2022,F,36,25.1,13.8,1.2,5.1,0.4,1.2,0.022,3.0108,4.1,0.0,0.125,0.131,0.4,0.215,0.083,1.5,0.5,4,Interior Big,3.4417181864668893,-0.33409868014580585
Jonquel Jones,/wnba/players/j/jonesjo01w.html,2022,C,33,26.4,14.6,1.8,8.6,1.2,1.1,0.3269,2.3862,3.4,0.369,0.198,0.122,1.2,0.239,0.115,2.6,1.0,0,Post Scorer,4.164810398054865,0.17437680755126672
Awak Kuier,/wnba/players/k/kuieraw01w.html,2022,F,33,12.6,2.8,0.9,2.5,0.9,0.4,0.2308,0.4158,0.9,0.19,0.12,0.067,0.9,0.127,0.106,0.6,0.5,2,Stretch Big,0.2987729902885303,-2.6020569377850005
Jantel Lavender,/wnba/players/l/lavenja01w.html,2022,F,27,12.2,3.8,0.9,3.3,0.1,0.1,0.2195,0.6975,0.4,0.208,0.155,0.08900000000000001,0.1,0.193,0.11699999999999999,0.9,0.5,2,Stretch Big,0.5485116782322325,-2.033640841215165
Jewell Loyd,/wnba/players/l/loydje01w.html,2022,G,36,30.3,16.3,3.4,2.6,0.2,1.1,0.4326,1.3299,3.1,0.385,0.05,0.021,0.2,0.265,0.19399999999999998,2.2,0.0,3,Floor General,-0.9697416031760591,2.3212892870074664
Marina Mabrey,/wnba/players/m/mabrema01w.html,2022,G,34,28.0,13.6,3.7,3.6,0.4,0.8,0.408,1.5912,2.0,0.351,0.079,0.024,0.4,0.252,0.23800000000000002,2.4,0.0,3,Floor General,-0.6008599101154963,2.167864787889346
Rui Machida,/wnba/players/m/machiru01w.html,2022,G,36,12.9,1.8,2.6,1.1,0.1,0.4,0.3913,0.19,0.3,0.206,0.051,0.015,0.1,0.126,0.3,1.1,0.0,3,Floor General,-2.7829180705442726,-0.35452847266205256
Ezi Magbegor,/wnba/players/m/magbeez01w.html,2022,F-C,33,24.8,9.5,1.4,5.6,1.8,0.9,0.1233,2.1349,1.6,0.345,0.129,0.073,1.8,0.17300000000000001,0.09300000000000001,1.4,0.75,0,Post Scorer,2.6819480186799347,-1.208177234857618
Kayla McBride,/wnba/players/m/mcbrika01w.html,2022,G,31,29.8,13.3,2.1,2.8,0.1,1.0,0.3945,1.2673,3.2,0.356,0.055,0.021,0.1,0.20600000000000002,0.115,1.5,0.0,3,Floor General,-1.17157408318746,0.878512976631665
Teaira McCowan,/wnba/players/m/mccowte01w.html,2022,C,33,18.9,11.0,0.8,7.0,0.7,0.3,0.0,2.5284,4.2,,0.225,0.183,0.7,0.25,0.078,1.7,1.0,0,Post Scorer,5.4273435193234985,-0.8799970558980637
Aari McDonald,/wnba/players/m/mcdonaa01w.html,2022,G,36,24.3,11.1,2.6,2.3,0.0,1.4,0.4382,1.0787,2.8,0.338,0.054000000000000006,0.02,0.0,0.222,0.188,2.1,0.0,3,Floor General,-1.4081911254462565,1.6428843890294753
